photoID,attribution
14422c,Anatoly Skryabin
14422b,Sylvia Harrison
14421c,M. Gandolfo
14421b,Sylvia Harrison
14420b,Sylvia Harrison
14419c,Byron Borck
14419b,Sylvia Harrison
14418c,Sady Garcia
14418b,Sylvia Harrison
14417c,Byron Borck
14417b,Sylvia Harrison
14416c,Anatoly Skryabin
14416b,Sylvia Harrison
14415c,Trina Smith
14415b,Sylvia Harrison
14414b,Sylvia Harrison
14413c,Anatoly Skryabin
14413b,Sylvia Harrison
14412c,Tea Gallela
14412b,Sylvia Harrison
14411b,Sylvia Harrison
14410c,Hattie Baggett
14410b,Sylvia Harrison
14409c,Anatoly Skryabin
14409b,Sylvia Harrison
14408b,Sylvia Harrison
14407b,Sylvia Harrison
14406c,Anatoly Skryabin
14406b,Sylvia Harrison
14405c,Anatoly Skryabin
14405b,Sylvia Harrison
14404c,Joyce Myers
14404b,Sylvia Harrison
14403c,Trina Smith
14403b,Sylvia Harrison
14402c,Winston J Goretsky
14402b,EvaBritta Thorssell
14401c,Joan Baker
14401b,Janet Stromborg
14400c,Anatoly Skryabin
14400b,Barb Werness
1439b,Iris Keating
14398b,Pat Addison
14397c,Ruth Bann
14397b,Marjorie Bullard
14396c,Barb Werness
14396b,Ruth Bann
14395b,Marjorie Bullard
14394b,Ruth Bann
14392c,Joan Baker
14392b,Ruth Bann
14391b,Ruth Bann
14390c,Ruth Bann
14390b,Joan Baker
14388c,Christel Collier
14388b,Ruth Bann
14387c,Roni Williams
14387b,Ruth Bann
14384b,Barb Werness
14383c,Joan Baker
14383b,Barb Werness
14382b,Joe Bruns
14381c,Heinz Dornbusch
14381b,Heinz Dornbusch
14380c,Kay Darrow
14380b,Deborah Sanders
14379b,Linda Rowe
14378b,Linda Rowe
14377c,Violets4You
14377b,Tea Gallela
14376c,Linda Rowe
14376b,Claudia Brelo
14373c,Scott Evans
14373b,Donna Slaga
14372c,Deborah Sanders
14372b,Deborah Sanders
14371c,Ann-Marie Keene
14371b,Carlos Beca
14370c,Joan Messer
14370b,Carlos Beca
14369b,Janet Stromborg
14368b,Janet Stromborg
14367c,Janet Stromborg
14367b,Janet Stromborg
14366c,Janet Stromborg
14366b,Janet Stromborg
14365b,Janet Stromborg
14364b,Janet Stromborg
14363b,Janet Stromborg
14362c,Anatoly Skryabin
14362b,Janet Stromborg
14361b,Janet Stromborg
14360b,Janet Stromborg
14359b,Chandra Jennings
14358b,Chandra Jennings
14357c,Ann-Marie Keene
14357b,Barb Werness
14356c,EvaBritta Thorssell
14356b,Ruth Bann
14355c,Bluebird Greenhouse
14355b,Ruth Bann
14354b,Lynn Canning
14353b,Jana Bohunkov�
14352c,Joan Baker
14352b,Sady Garcia
14351c,Neil Lipson
14351b,Shantel Garcia
14350c,Tea Gallela
14350b,Marjorie Bullard
14349c,David Dick
14349b,Joan Baker
14348c,Claudia Brelo
14348b,Barb Werness
14347c,Janet Stromborg
14347b,Janice Norton
14346c,Marjorie Bullard
14346b,Marian Moss
14344c,Anatoly Skryabin
14344b,Toma Kalpak
14343c,Anatoly Skryabin
14343b,Optimara
14342c,Optimara
14342b,Cheryl Stevens
14341c,Terry Studer
14341b,Cheryl Stevens
14340c,Cheryl Stevens
14340b,Zdenka Arientov�
14339c,Neil Lipson
14339b,Optimara
14338c,Karen Low
14338b,Joyce Myers
14337c,Tea Gallela
14337b,Belinda Thibodeaux
14336b,Mary Davies
14335c,Marjorie Bullard
14335b,Carlynn Scott
14325c,Janet Stromborg
14325b,Sylvia Harrison
14324c,Joan Baker
14324b,Byron Borck
14323c,Joan Baker
14323b,Pat Addison
14322c,Kay Mitchell
14322b,Barb Werness
1431b,Barbara Elkin
14314b,Linda Rowe
14313b,Sady Garcia
14312c,Tea Gallela
14312b,Hiroko Endo
14311c,Pat Addison
14311b,Barb Werness
14310b,Barb Werness
1430c,June Fallaw
1430b,Iris Keating
14308c,Robert Albro
14308b,Fay Wagman
14307b,Ruth Bann
14306c,Ruth Bann
14306b,Barb Werness
14305c,Marjorie Bullard
14305b,Ruth Bann
14304c,Ruth Bann
14304b,Ruth Bann
14303c,Joan Baker
14303b,Barb Werness
14301b,Ruth Bann
14300c,Joan Baker
14300b,Bluebird Greenhouse
1429b,Lynda Berggren
14299c,Bluebird Greenhouse
14299b,Ruth Bann
14298c,Joe Bruns
14298b,Pat Hancock
14297c,M. Gandolfo
14297b,Sylvia Harrison
14296b,Sylvia Harrison
14295c,Tammy Turner
14295b,Tammy Turner
14294b,Nancy Braun
14293c,David Dick
14293b,Nancy Braun
14291c,Tammy Turner
14291b,George Gay
14290b,Roni Williams
14289c,Helen Williams
14289b,Darlene Allen
14286b,Hortense Pittman
14278b,Christine Leppard
14275b,Sherry Whitmer
1426b,Marjorie Bullard
14266b,AVSA
1424b,Sandra Leary
14249b,Tea Gallela
14247b,Jim Boyer
14246b,Paul Thompson
14244b,Fay Wagman
1423b,Irene Fredette
14236b,Marjorie Bullard
14235c,Larisa Chernyshova
14235b,Joan Baker
1422b,Nancy Robitaille
14229c,Tina Drouin
14229b,Nancy Robitaille
14228c,Sundown Pittman
14228b,Hortense Pittman
14221c,Hector Wong
14221b,Fred C Hill
14216c,Belinda Thibodeaux
14216b,Joan Baker
14214c,Fred C Hill
14214b,Joyce Myers
14213c,Kay Mitchell
14213b,Kay Mitchell
14212c,Jana in Indiana
14212b,Tea Gallela
14211c,Tatiana Omelchenko
14211b,Dr Jeff Smith
14210c,Tatiana Omelchenko
14210b,Dr Jeff Smith
1420c,Linda Rowe
1420b,Marian Moss
14203c,Jim Boyer
14203b,Kay Darrow
14202c,Northern CA Council
14202b,EH Peck III
141b,AVSA
14195b,AVSA
14193b,Roni Williams
14188b,Joan Baker
14185c,David Dick
14185b,Joyce Myers
14183b,Germain Raymond
14181c,Iris Keating
14181b,Barb Werness
14178b,AVSA
14175b,Winston Smith
14174b,Karin Dean
14170b,Marigene Cole
1416b,David Dick
14168c,Belinda Thibodeaux
14168b,Helen Williams
14165c,Janet Stromborg
14165b,Joan Baker
14163c,Bonnie Harris
14163b,Pat Addison
14160c,Hector Wong
14160b,Viv Kay
14153c,Joan Baker
14153b,AVSA
14149c,Joan Baker
14149b,Hattie Baggett
14145b,Hattie Baggett
14144c,Joan Baker
14144b,Hiroko Endo
14142b,Larisa Chernyshova
14138b,Hector Wong
14136b,David Dick
14133c,Kay Mitchell
14133b,Daisha East
14132b,Linda Rowe
14131b,David Dick
14130c,Bob Lombard
14130b,Joan Baker
1412b,AVSA
14128c,Linda Rowe
14128b,Marjorie Bullard
14127b,AVSA
14122b,Daisha East
14113c,Christel Collier
14113b,Marjorie Bullard
14111b,Northern CA Council
14110b,Jerry Click
14109b,Tammy Turner
14104b,Iris Keating
14103c,Linda Rowe
14103b,Joan Baker
14102c,June Fallaw
14102b,Joan Baker
14101b,Christel Collier
14100c,Hector Wong
14100b,Joan Baker
14098b,Christel Collier
14097c,Lynda Berggren
14097b,Beth Meadows
14095c,Nancy Robitaille
14095b,Iris Keating
14094b,Tammy Young
14093b,David Dick
14092c,Joan Baker
14092b,Belinda Thibodeaux
14089c,Linda Rowe
14089b,Joan Baker
14087c,Joan Baker
14087b,Marjorie Bullard
14086c,Helen Williams
14086b,Joan Baker
14085b,David Dick
14082b,Joan Baker
1407c,Linda Rowe
1407b,Cheryl Stevens
14079c,Nancy Braun
14079b,Winston J Goretsky
14078b,Iris Keating
14074b,Joan Baker
14073c,Christel Collier
14073b,Pat Addison
14072b,Iris Keating
14071c,Shantel Garcia
14071b,Christel Collier
14065c,Iris Keating
14065b,AVSA
14064b,Jana in Indiana
1405c,Janet Stromborg
1405b,Barb Werness
14059b,Beth Meadows
14058c,Hector Wong
14058b,Joe Abendschan
14057c,Joan Baker
14057b,Marjorie Bullard
14056b,David Dick
14055b,Gary/Rhona Thurman
14054c,Christel Collier
14054b,Toni Weidman
14052c,Linda Rowe
14052b,Lynda Berggren
14051b,David Dick
1404b,Frank Tinari
14043c,David Dick
14043b,Bill Daniels
14032c,Belinda Thibodeaux
14032b,Northern CA Council
14026b,Marie Flotterud
14021c,Robin J. Rayburn
14021b,Janet Stromborg
14019c,Drew^s Violets
14019b,Robin Murray
14014c,Elenetta Marshall
14014b,Marjorie Bullard
14012b,Anatoly Skryabin
14010b,Schroeder
14009c,Kristina Schmid
14009b,Janet Riemer
14004b,Joan Baker
14002b,AVSA
14001b,Karen Panek
13998c,Jess Harman
13998b,Bluebird Greenhouse
13992b,AVS Denver Chapter I
13988c,Linda Rowe
13988b,Anatoly Skryabin
13987b,Marjorie Bullard
13986c,Donna Slaga
13986b,Joan Baker
13984b,Iris Keating
13979c,David Dick
13979b,Marjorie Bullard
13978b,Janet Stromborg
13974c,Sady Garcia
13974b,Simona Vesel�
13973b,Hortense Pittman
13960b,Cynthia Hui
13957b,Northern CA Council
13955b,AVSA
13954c,Mary Mostafa
13954b,Joan Baker
13947c,Barb Werness
13947b,Neil Lipson
13941b,Ruth Coulson
13940c,Iris Keating
13940b,Linda Nesvacil
13939b,Barbara Elkin
13933c,Paul Burton
13933b,Sandra Reeves
13927b,Iris Keating
13922b,AVSA
13919b,Iris Keating
13909b,Fay Wagman
13908c,Belinda Thibodeaux
13908b,Linda Rowe
13904b,Northern CA Council
13900b,AVSA
13893b,Hiroko Endo
13891b,AVS Denver Chapter I
13888b,Gary/Rhona Thurman
13880c,Janet Stromborg
13880b,Janet Stromborg
13877b,Hortense Pittman
13875b,Iris Keating
13872b,Iris Keating
13867c,David Dick
13867b,Deb Nitz
13864b,Tammy Johnston
13856b,Frank Tinari
13855b,Northern CA Council
13851c,Alcie Maxwell
13851b,Deb Nitz
13840b,Hortense Pittman
13835b,Cindy Heitkamp
13834b,EvaBritta Thorssell
13826c,Barb Werness
13826b,AVSA
13821b,AVSA
13816b,AVSA
13815b,Iris Keating
13806b,Hortense Pittman
13804c,Joan Baker
13804b,Janet Stromborg
13802c,Joyce Myers
13802b,Byron Borck
13801c,Drew^s Violets
13801b,Marilyn Greer
137b,AVSA
13796c,Robin J. Rayburn
13796b,Drew^s Violets
13793b,Iris Keating
13791b,Jim Boyer
1378c,Janet Stromborg
1378b,Deb Nitz
13788b,Nancy Schoepflin
13765b,Northern CA Council
13764c,Northern CA Council
13764b,Northern CA Council
13763b,Northern CA Council
13762b,Northern CA Council
13761c,Northern CA Council
13761b,Northern CA Council
13760b,Northern CA Council
13758b,Northern CA Council
13756b,Northern CA Council
13754c,Northern CA Council
13754b,Northern CA Council
13753b,Northern CA Council
13752c,Northern CA Council
13752b,Northern CA Council
13751c,Northern CA Council
13751b,Northern CA Council
13750b,Hector Wong
13742b,AVSA
13738b,Nancy Robitaille
13737b,Janet Stromborg
13729b,Iris Keating
13726b,Diane Best
13725c,Christel Collier
13725b,Sundown Pittman
13723b,Iris Keating
13722c,Marjorie Bullard
13722b,Belinda Thibodeaux
13720c,Anatoly Skryabin
13720b,Tina Moreno
1371b,Schroeder
13719b,AVSA
13709b,Fay Wagman
13704b,Northern CA Council
13701c,Aleksey Kolodezhny
13701b,Marjorie Bullard
13700c,June Fallaw
13700b,Iris Keating
13699c,M. Gandolfo
13699b,Linda Rowe
13698b,Fran Traylor
13691c,Tammy Turner
13691b,Aleksey Kolodezhny
13690b,AVSA
1368b,Iris Keating
13689b,Aleksandrowicz
13681b,Pam Kennedy
13673c,Karen Panek
13673b,Linda Rowe
13672b,Marjorie Bullard
13670c,Marjorie Bullard
13670b,Carol Vaughn
13669b,Marjorie Bullard
13668b,Yvonne Lambert
13667c,Ann-Marie Keene
13667b,Marjorie Bullard
13666c,Helen Williams
13666b,Marjorie Bullard
13665c,Michaelene Johnson
13665b,Jess Harman
13664c,Yvonne Lambert
13664b,Marjorie Bullard
13662b,Joan Messer
13661c,Sady Garcia
13661b,Winston J Goretsky
13660c,Yvonne Lambert
13660b,Marjorie Bullard
13658b,Hattie Baggett
13656b,Hattie Baggett
13653c,Linda Rowe
13653b,Fran Traylor
13652b,Hattie Baggett
1364c,Terry Studer
1364b,Northern CA Council
13649c,Karen Panek
13649b,Hattie Baggett
13635c,Judith Kinsel
13635b,Hattie Baggett
13630b,Barbara Elkin
1362b,Steve A Ruhl
13624b,Belinda Thibodeaux
13623b,John-David Rivera
1361c,June Fallaw
1361b,Iris Keating
13615c,Shantel Garcia
13615b,Janet Stromborg
13610b,Frank Aleksandrowicz
1360b,Marjorie Bullard
13609c,Fred C Hill
13609b,Madeleine Gagnon
13608c,Belinda Thibodeaux
13608b,Belinda Thibodeaux
13605c,Yelena Fishilevich
13605b,Vickie Crider
13600b,Iris Keating
135b,Fay Wagman
13596c,Tea Gallela
13596b,AVSA
13595b,Sady Garcia
13594c,Robert Albro
13594b,Sady Garcia
13592c,Linda Bridges
13592b,Barb Werness
13591c,Robert Albro
13591b,Daisha East
13589c,Anatoly Skryabin
13589b,M. Gandolfo
13588c,Barb Werness
13588b,Donna Slaga
13585c,MiChelle Foster
13585b,Jeannie Myers
13583c,Anatoly Skryabin
13583b,Violets4You
13582b,Joan Baker
13579c,Elenetta Marshall
13579b,Christel Collier
13577b,Iris Keating
13576b,Byron Borck
13568c,AVSA
13568b,Marie Flotterud
13564b,C. Reed
13558b,EvaBritta Thorssell
13557c,Robert Albro
13557b,Linda Rowe
13555b,Joan Baker
1354c,Deb Nitz
1354b,Marie Flotterud
13534b,Tammy Turner
13532b,V. Lorenzen
13530b,V. Lorenzen
1352c,Janet Stromborg
1352b,Karen Low
13529b,Park Nurseries
13528b,Park Nurseries
13519b,Marjorie Bullard
13507c,Belinda Thibodeaux
13507b,Bob Lombard
13504b,Marie Flotterud
13501b,Burton
13496b,EvaBritta Thorssell
13492b,Tea Gallela
1347c,Lynn A. Bryant
1347b,Edward Bradford
13469c,EvaBritta Thorssell
13469b,Pat Addison
13464b,Joyce Myers
13458b,AVSA
13450b,Rick Krach
13449b,Fay Wagman
13448c,AVSA
13448b,Marjorie Bullard
13443b,Sundown Pittman
13441b,AVSA
13437b,June Fallaw
13433b,Ysabel Fetterman
13426b,Marjorie Bullard
13424b,AVSA
1341c,David Dick
1341b,Pat Addison
13416b,Mrs. John Stout
13415b,Northern CA Council
13414b,AVS of Queensland
13413b,Tea Gallela
13411b,Sue Dompkowski
1340c,Anatoly Skryabin
1340b,Linda Rowe
13408c,Tea Gallela
13408b,Sharon Stilson
13406c,Morgan Seaborn
13406b,Gary/Rhona Thurman
13404c,Trina Smith
13404b,Joyce Myers
13403b,Joyce Myers
13402b,Trina Smith
13401b,Shantel Garcia
133c,Violet Gallery
133b,Fran Traylor
1339b,AVS of Queensland
13399b,Denise Showalter
13397c,Gennady Komkov
13397b,Joyce Myers
13394c,Carlynn Scott
13394b,Joyce Myers
13392c,Joyce Myers
13392b,Lenny Winter
13388b,Kerstin Nordfors
13387c,Janet Stromborg
13387b,Cheryl Stevens
13385c,Linda Rowe
13385b,Marian Moss
13384c,Kay Mitchell
13384b,Joyce Myers
13383b,Julie Milham
13382b,Joyce Myers
13381c,Shantel Garcia
13381b,Roxanne Shrewsbury
13380b,Trina Smith
13379b,Trina Smith
13378c,Marjorie Bullard
13378b,Janet Stromborg
13377b,Barbara Townsend
13375b,Hortense Pittman
13372b,Wayne Discher
13368c,Linda Rowe
13368b,Heather Fox Slusher
13363b,Janet Stromborg
13356c,Christel Collier
13356b,Tea Gallela
13355c,Linda Rowe
13355b,Sady Garcia
13341b,Anatoly Skryabin
13337b,AVSA
13336b,Aleksey Kolodezhny
13328b,Northern CA Council
13315b,Fay Wagman
13314c,Claudia Brelo
13314b,Fay Wagman
13311b,Northern CA Council
13309b,Gary/Rhona Thurman
13308c,Linda Rowe
13308b,Judi Gatti
13301c,Tina Moreno
13301b,Claudia Brelo
132b,AVSA
13294b,Hattie Baggett
13292b,Iris Keating
13287c,Deb Nitz
13287b,Janet Stromborg
13285c,Aleksey Kolodezhny
13285b,Elenetta Marshall
13283c,Aloysius Seow
13283b,Viv Kay
13281c,Linda Rowe
13281b,Anatoly Skryabin
13273c,Dudareva Ksenia
13273b,Robin J. Rayburn
13272c,Helen Williams
13272b,Sady Garcia
13271b,Champion
13269b,Fay Wagman
13268b,Tea Gallela
13267b,Sady Garcia
13266b,Duane Champion
13265b,Linda Rowe
13263b,Linda Rowe
1325c,Joan Baker
1325b,Paul Sorano
13256b,Viv Kay
1324c,Fred C Hill
1324b,Jennifer Marshall
13245c,Tea Gallela
13245b,Tea Gallela
13240b,Linda Nesvacil
13234c,Tatiana Omelchenko
13234b,Lenny Winter
13232b,Betty Terry
13230b,Heather Fox Slusher
1322c,Linda Rowe
1322b,Paul Sorano
13227b,Hortense Pittman
13221b,Kay Mitchell
13220c,Christel Collier
13220b,Janet Stromborg
13216b,Jeanne Howell
13215c,Iris Keating
13215b,EH Peck III
13212b,Mary Thompson
13211c,Northern CA Council
13211b,Kerstin Nordfors
13209b,Fredette
13208b,Iris Keating
13205c,Helen Williams
13205b,Violets4You
13200b,AVSA
1319c,Bob Lombard
1319b,Paul Sorano
13193c,Marjorie Bullard
13193b,Hector Wong
13186b,Pittman
13181b,Germain Raymond
13179b,Hortense Pittman
13178b,Fay Wagman
13176b,Gary/Rhona Thurman
13175b,Iris Keating
13174c,Sergey Sarychev
13174b,Marjorie Bullard
13172b,Marjorie Bullard
13171c,Linda Rowe
13171b,Violets4You
13170c,Northern CA Council
13170b,Karen Panek
1316b,Northern CA Council
13165b,Marjorie Bullard
13164b,Joan Baker
13163b,Debbie Yeager
13162b,Steve Covolo
13161c,Janet Stromborg
13161b,Tammy Young
13160c,Joyce Myers
13160b,Trina Smith
13159b,Sue Dompkowski
13158c,Belinda Thibodeaux
13158b,Heather Fox Slusher
13157c,Joan Baker
13157b,Viv Kay
13153c,Marjorie Bullard
13153b,Dr. Jeff Smith
13152b,Janet Stromborg
13150b,JoAnn Borden
13147c,Linda Rowe
13147b,Marjorie Bullard
13144c,EvaBritta Thorssell
13144b,Marjorie Bullard
13142c,Belinda Thibodeaux
13142b,Linda Bridges
1313c,Roni Williams
1313b,Fay Wagman
1312b,EvaBritta Thorssell
13128b,Barbara Elkin
13125b,Lynn Canning
13120c,Marjorie Bullard
13120b,Kay Mitchell
13117b,Janet Stromborg
13115b,Gary/Rhona Thurman
13113b,Ronn Nadeau
13110b,Janet Stromborg
13108c,Neil Lipson
13108b,Janet Stromborg
13104b,AVSA
13102c,David Dick
13102b,Violet Brennan
13101b,Schroeder
13100c,Tea Gallela
13100b,Linda Nesvacil
1309c,Belinda Thibodeaux
1309b,JoAnn Marti
13098b,Toni Weidman
13095b,Frank Burton
13094b,Karen Panek
1308b,Sky Cockrum
13082b,Champion
13080b,Iris Keating
13079b,David Dick
1306b,Frank Tinari
13069b,Marjorie Bullard
13057b,AVSA
13045c,Janet Riemer
13045b,Deb Nitz
13044b,Amy Marshall
13042b,Nancy Robitaille
13041c,Sady Garcia
13041b,Marjorie Bullard
13037b,Cheryl Stevens
13033b,AVS Denver Chapter I
1302b,David Dick
13023c,Tea Gallela
13023b,Bluebird Greenhouse
13022c,Cindy Schott
13022b,Claudia Brelo
13018c,AVSA
13018b,Vickie Crider
13017c,Kay Mitchell
13017b,AVSA
13016c,Christel Collier
13016b,Fred C Hill
13015b,Champion
13013c,Hattie Baggett
13013b,David Dick
1300b,Hattie Baggett
13009c,Hortense Pittman
13009b,Tea Gallela
12999b,Irene Fredette
12998c,Francine Pilon
12998b,Francine Pilon
12994c,Cynthia Hui
12994b,Ann-Marie Keene
12991b,Marie Flotterud
12990b,Bob Lombard
12987b,JoAnn Borden
12980b,Schroeder
12978b,Viv Kay
12975b,Iris Keating
12971c,Joan Baker
12971b,Marjorie Bullard
12969b,Charles Russell
12959c,June Fallaw
12959b,Annalee Violetry
12956b,Burton
12954b,Steve Coon
12951b,Rev. Chas. Blades
12948b,Rev. Chas. Blades
12947b,Rev. Chas. Blades
12945b,Rev. Chas. Blades
12933b,Burton
12930c,Joan Messer
12930b,Karen Low
12929c,Deb Nitz
12929b,Trina Smith
12927c,Gary/Rhona Thurman
12927b,Christel Collier
12924b,Marjorie Bullard
12919c,Joan Baker
12919b,Lynda Berggren
12917b,Diane Best
12916c,Barb Werness
12916b,Byron Borck
12915c,Joan Thompson
12915b,Pat Addison
1290c,June Fallaw
1290b,Bill Daniels
12908b,AVSA
12905b,Iris Keating
12901c,Christel Collier
12901b,Bob Lombard
12894c,Barb Werness
12894b,Marjorie Bullard
12892b,Charles Russell
12889b,Iris Keating
12880c,Iris Keating
12880b,AVSA
12878b,Marjorie Bullard
12875c,Hattie Baggett
12875b,Hattie Baggett
12872b,AVSA
1286c,Linda Rowe
1286b,Christel Collier
12869c,Anatoly Skryabin
12869b,Karen Low
12868b,Marjorie Bullard
12860b,Violet Showcase
1285b,Duane Champion
12851b,Yvonne Lambert
12845b,Northern CA Council
12842c,Alana Cunningham
12842b,Viv Kay
12841b,Hortense Pittman
12838b,Northern CA Council
12823b,Frank Burton
12808c,Iris Keating
12808b,AVSA
12806c,Viv Kay
12806b,Pat J Bushong Whitehead
12803b,Joan Thompson
12802b,Anatoly Skryabin
12801c,Denise Showalter
12801b,Karen Low
12800c,Barb Werness
12800b,David Dick
12799b,Hortense Pittman
12798b,Hortense Pittman
12797b,Hortense Pittman
12796b,Lynda Berggren
12795c,Olga Surnova
12795b,Christel Collier
12792c,Diane Best
12792b,Janet Stromborg
12790b,Janet Stromborg
1278b,
12789b,Hortense Pittman
12788c,Iris Keating
12788b,AVSA
12787c,Marjorie Bullard
12787b,Tea Gallela
12786b,Christel Collier
12785c,Julie Gordon
12785b,Marjorie Bullard
12774b,AVS of Queensland
1276b,Fay Wagman
12766b,B. Sorano
12764b,Barbara Elkin
12760c,Barb Werness
12760b,Pat Addison
1274b,Wayne Discher
12747c,Tatiana Omelchenko
12747b,Anatoly Skryabin
12740c,Barbara Elkin
12740b,Barbara Elkin
1273c,Linda Rowe
1273b,Joan Thompson
12737b,Iris Keating
12731b,Linda Nesvacil
1272b,Iris Keating
12729b,Robin J. Rayburn
12706c,Tea Gallela
12706b,Paul Sorano
12705b,Hawley
12703b,Christel Collier
12702b,Tatiana Omelchenko
12699c,Belinda Thibodeaux
12699b,Ksenia Dudareva
12698c,Linda Rowe
12698b,Violet Gallery
12697c,Barb Werness
12697b,Barb Werness
12660c,Joyce Myers
12660b,Cheryl Stevens
12658b,Fay Wagman
12657c,Marian Moss
12657b,Linda Rowe
12655b,Northern CA Council
12653b,Fred C Hill
12642b,Frank Tinari
12639c,Linda Rowe
12639b,Darryl Hoover
12638c,Linda Rowe
12638b,Hector Wong
12637b,Northern CA Council
12635c,Marjorie Bullard
12635b,Joan Thompson
12634b,Iris Keating
12620b,Northern CA Council
1261b,Elenetta Marshall
12617b,Iris Keating
12613b,Iris Keating
1260b,Pat Addison
12603c,June Fallaw
12603b,Northern CA Council
12600b,Tea Gallela
12589b,Fay Wagman
12584b,Linda Rowe
12581b,Hattie Baggett
12580b,Frank Burton
12579b,AVSA
12577b,Fay Wagman
12575b,Paul Sorano
12573c,Bob Lombard
12573b,Cheryl Stevens
12564c,Tea Gallela
12564b,Anatoly Skryabin
12553b,Hector Wong
12552b,Jim Boyer
12548b,W. Robb
12547b,Marie Flotterud
12540b,Kay Darrow
12534b,Hortense Pittman
12530b,Peggy Bowlin
12529b,Viv Kay
12525b,Lyndon Lyon
12523b,Jim Boyer
12522b,Iris Keating
12517c,Bluebird Greenhouse
12517b,Janet Stromborg
12516c,Iris Keating
12516b,Amanda Rhymer
12489b,June Fallaw
1246b,Iris Keating
12463c,Germain Raymond
12463b,Nancy Robitaille
12460b,Winston J Goretsky
12459c,Anneli Hvass
12459b,Bob Lombard
12456b,Pat Addison
12452b,Hattie Baggett
12444b,Frances Shilliday
12442c,Fay Wagman
12442b,Anatoly Skryabin
12440b,AVSA
12435b,Tina Moreno
12428b,Iris Keating
12427b,Burton
12423b,Alana Cunningham
12420c,Aleksey Kolodezhny
12420b,Lenny Winter
12414b,Winston J Goretsky
12412c,Marjorie Bullard
12412b,Hector Wong
12410b,Viv Kay
12409c,Linda Rowe
12409b,Robin J. Rayburn
12401c,Vicki Carr
12401b,Joan Baker
1239b,Hattie Baggett
12399c,Neil Lipson
12399b,Fran Traylor
12393c,Karen Low
12393b,Pat Addison
12392c,Trina Smith
12392b,Cheryl Stevens
12390c,Linda Rowe
12390b,EvaBritta Thorssell
1238c,David Dick
1238b,Anatoly Skryabin
12389c,Joan Messer
12389b,Deb Nitz
12385c,Bob Lombard
12385b,Marjorie Bullard
12377c,Tatiana Omelchenko
12377b,AVSA
12376c,Olga Surnova
12376b,Nancy Robitaille
12372c,Joan Baker
12372b,Marjorie Bullard
12365b,Winston J Goretsky
12364b,Sheila Sweeney
12363b,Iris Keating
1235c,Anatoly Skryabin
1235b,Linda Rowe
12337b,Phyllis King
12336b,Betty Terry
12335b,Gennady Komkov
12334b,AVSA
12328b,Iris Keating
12326b,Betty Terry
12324b,Betty Terry
12318c,Phyllis King
12318b,Viv Kay
12317c,Jeannie Myers
12317b,Janet Stromborg
12313c,Pat Addison
12313b,Christel Collier
1230b,June Fallaw
12302c,Sady Garcia
12302b,Christel Collier
122c,Joan Baker
122b,Janet Stromborg
1229b,Northern CA Council
12295c,Linda Rowe
12295b,Pat Addison
12293b,Iris Keating
12288b,Marian Moss
12287b,Northern CA Council
12283b,Betty Terry
12280c,Toni Weidman
12280b,Debbie Yeager
12278c,Hector Wong
12278b,Karen Panek
12273b,Roxanne Shrewsbury
12269b,EvaBritta Thorssell
12263b,Lynda Berggren
12260b,Hortense Pittman
12257b,Iris Keating
12253b,Northern CA Council
12251c,Denise Showalter
12251b,Christel Collier
12250b,Hortense Pittman
12248b,W. Robb
12246c,Anatoly Skryabin
12246b,Fred C Hill
12242c,Tea Gallela
12242b,Robert Albro
12240b,Bob Lombard
12238c,Tea Gallela
12238b,Tea Gallela
12236b,Doreen Ulrich
12234c,Joan Baker
12234b,AVSA
12231c,Janet Stromborg
12231b,Violet Gallery
12229c,Julie Gordon
12229b,Drew^s Violets
12228c,Northern CA Council
12228b,AVSA
12224b,Iris Keating
12222c,Violet Gallery
12222b,Anatoly Skryabin
1221c,Joan Baker
1221b,Daisha East
12202b,Hector Wong
12201b,AVSA
12200b,Baker
121b,David Dick
12192c,Linda Rowe
12192b,Marjorie Bullard
1218b,Tatiana Omelchenko
12189c,AVS Denver Chapter I
12189b,Sandy Weynand
12188c,Neil Lipson
12188b,Vicky VanPatten
1217c,Nancy Robitaille
1217b,Daemon Baizan
12171c,Jim Boyer
12171b,Robert Albro
12169c,Cynthia Hui
12169b,David Dick
12167c,Aleksey Kolodezhny
12167b,Pat Addison
12166b,Charles Russell
12165c,Northern CA Council
12165b,June Fallaw
12163c,Anna Lebedeva
12163b,Linda Rowe
12162b,Iris Keating
12161b,AVSA
12160b,Anatoly Skryabin
1214b,Nancy Braun
12149c,Belinda Thibodeaux
12149b,Jana in Indiana
12142c,Kerstin Nordfors
12142b,Anatoly Skryabin
12140b,Diane Best
12137b,Larisa Chernyshova
12135c,Bob Lombard
12135b,Violet Gallery
12131b,AVS Denver Chapter I
12129b,Phyllis King
12128b,AVSA
12127c,Linda Rowe
12127b,Marjorie Bullard
12123b,Marie Flotterud
12122c,Diane Best
12122b,Joan Thompson
12120b,Lyndon Lyon
1211b,Hattie Baggett
12118c,Linda Rowe
12118b,Pat Addison
12115c,Tammy Turner
12115b,Janet Stromborg
12112b,June Fallaw
12111b,Elenetta Marshall
12108c,Gennady Komkov
12108b,Anatoly Skryabin
12106b,Janet Riemer
12102b,Julie Milham
12101b,Iris Keating
12100c,Iris Keating
12100b,Janet Riemer
12095b,AVSA
12092c,Linda Rowe
12092b,Karen Panek
12088b,Hiroko Endo
